"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"gfkk","cfkj","bekk","cekk","dekk","dgkk","hfkj","gckk","fcjk",NA,NA,NA,NA,NA,NA
"gfkk","gcjk","ickk","gfkj","gfjk","ffkk","fcjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkj","gckk","igkk","egkj","bckj","fcjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","gfkj","gfjk","dgjk","hgjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cejk","gekk","fekj","dekk","cekk","hejk","fgkk","gckk","dcjk","hgjk",NA,NA,NA,NA
"gfkk","ickk","ecjk","gckk","hcjk","ggkj","hgjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cfjk","gfjk","dfkj","ifkk","hfjk","cekk","hgjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hckk","ggkj","igkk","ffjk","iekk","gdkk","hekk","hgjk",NA,NA,NA,NA,NA,NA
"gfkk","ifjk","efkk","hgkk","ickk","hfkj","gckj","hcjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","cekk","efkk","dfkj","dfjk","gfjk","hcjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hekk","iekk","ifkk","fgjk","cckk","hcjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cfjk","gfjk","dfkj","ifkk","egkk","ggjk","hckk","cckj","hcjk",NA,NA,NA,NA,NA
"gfkk","dckk","igjk","hfkk","ggkj","fckk","gckk","gckj","hcjk",NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","cekk","bekk","edkk",NA,NA,NA,NA,NA,NA,NA
"gfkk","bfkk","ffkj","fcjk","eckk","fckj","dckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkj","dekk","ffkk","ggkk","ffjk","dckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hekk","hfkj","gckj","hckk","ggkk","cgjk","dckj",NA,NA,NA,NA,NA,NA,NA
"gfkk","fekk","efkk","igkk","gfjk","ffkk","dckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gekk","fekj","dekk","fekk","iekk","ifkk","fgjk","dckj",NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","fekk","bgkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dfjk","fekj","dekk","cekk","cejk","gekk","bgkk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cfkj","cfkk","hekk","hfkj","gckj","bgkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fdkk","hekk","ifkj","hckk","eckk","gcjk","bgkk",NA,NA,NA,NA,NA,NA,NA
"gfkk","dgkk","gfjk","ickk","ecjk","gckk","gcjk","bgkk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cfjk","gfjk","dgjk","egkk","efjk","cekj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkk","fekk","hekk","cekk","bekk","cekj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gckk","hckj","ecjk","hgkk","fgkj","eekk","cekj",NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","gfjk","dfkj","ifkk","cekj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","hfkk","hekk","fdkj","gekk","bfkk","cekj",NA,NA,NA,NA,NA,NA
"gfkk","dckk","igjk","hfkk","ffkk","cdkk","cekj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cejk","hekk","fgkk","hcjk","dgkj","efjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","cekk","hejk","iekk","gdkk","igkj","ggkk","efjk",NA,NA,NA,NA,NA,NA
"gfkk","cfkj","cfkk","gfjk","dgjk","cgkk","efjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dekj","cekk","hekk","dfkk","fgkk","igkj","efjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","igkk","gfjk","ffkk","ffkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","fdkk","hekk","hfkj","gckj","ickk","ecjk","fckk","efjj","ffkj",NA,NA,NA,NA,NA
"gfkk","cckk","hckj","gfjk","dfkj","ifkk","fgjk","ffkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","hckk","ggkj","ffkk","cfkj","efkj","ffkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gcjk","dfkk","egkk","iekk","gdkk","hekk","fdkj","gekk","bfkk","ffkj",NA,NA,NA,NA
"gfkk","ccjk","eckk","dfkk","cgkk","cekk","edkj","ffkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","hckj","ecjk","cckj","fgkj","eekk","gekk","ffkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","fgjk","ffkk","hgkk","cgkj","efkj","ffkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ifjk","dckk","cfkk","fekj","edkj","ffkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfkj","gckk","hckj","dfkk","dfkj","efjj","ffkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","hekj","cekk","dekk","dgkk","gfjk","ickk","gfkj","fckk","cbjj","ffkj",NA,NA,NA,NA
"gfkk","gekj","cgkk","dgkk","cfkj","cfjj","ffkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cgjk","fekk","gckk","ifkk","egkk","eekk","gejk","fdkk","gekk","fhkk","ffkj",NA,NA,NA
"gfkk","dekk","cekk","hejk","fgkk","hcjk","ecjk","eckk","hckj",NA,NA,NA,NA,NA,NA
"gfkk","hfkj","cekk","dekk","dgkk","hgkk","gfkj","hckj",NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","hfkj","gckj","hckj",NA,NA,NA,NA,NA,NA,NA
"gfkk","bfkk","ffkj","cfkk","eckj","fckk","hckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cfjk","gfjk","ickk","ecjk","cckj","hckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fekk","efkk","dckk","ggjk","hckk","ickk","hgkj","hckj",NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","hgjk","dcjk","cgkk","gfjk","ffkk","cdkj",NA,NA,NA,NA,NA,NA
"gfkk","gcjk","dfkk","efjk","hgkk","hekk","iekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dckk","cfjk","gfjk","fckk","eckk","gfkj","hekk","gdkj","iekk",NA,NA,NA,NA,NA
"gfkk","egkj","ffkj","hfkk","cekk","hejk","iekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ickk","ecjk","eckk","ggkj","ffkk","dekk","fekk","iekk",NA,NA,NA,NA,NA,NA
"gfkk","dgkj","gfjk","ickk","hfkj","cekk","eekk","gejk","fdkk","iekk",NA,NA,NA,NA,NA
"gfkk","hckk","cckk","ggkj","igkk","ffjk","dgkj","ffkk","eekk","hekk","gdkk","iekk",NA,NA,NA
"gfkk","cckj","hckk","fgkk","fekk","hekk","gdkj","iekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","fdkk","gejk","efkk","ggkk","cfjk","eekj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hgkj","ggkk","dfkk","cfkj","bekk","eekj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","ecjk","hgkk","dfkj","eekj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dekk","cekk","dfkk","hgkk","ffjk","bfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","eekk","gejk","bfkj",NA,NA,NA,NA,NA,NA,NA
"gfkk","hfkj","cekk","hejk","iekk","gdkk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ffkj","gckk","hcjk","ecjk","eckk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fckk","hckk","dfkk","hfkj","gckj","ifkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","ffkk","bckk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","cekk","hejk","iekk","gdkk","igkj","cgkj","dckj","hfkj",NA,NA,NA,NA,NA
"gfkk","dfkj","dfjk","ffkk","hekk","hdkk","hfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkj","dekk","ffkk","egkk","efjk","hfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","ecjk","hgkk","ggjk","hfkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","eekk","gejk","efkk","ggkk","cgjk","hfkj",NA,NA,NA,NA,NA,NA
"gfkk","hckj","gfjk","dfkj","ifkk","egkk","ffkj","hgkk","hfkj",NA,NA,NA,NA,NA,NA
"gfkk","fekj","dekk","cfkk","eckj","cckk","hckk","dgjk","igkk","hfkj",NA,NA,NA,NA,NA
"gfkk","fckk","dcjk","ifkk","hfjk","cekk","hejk","bekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","bfkk","ffkj","cfkk","ffkk","fejk","bekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gckk","hckj","gfjk","dfkj","efkj","bekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","icjk","eckj","hfkk","ffkk","eekk","ddkj","bekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","gckk","ifkk","fgkk","fekk","cdkk","bekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","egkj","ffkj","gckk","dfkk","efkk","hekk","bekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","gckk","gckj","cfkk","egkk","eekk","cekj","bekk",NA,NA,NA,NA,NA,NA
"gfkk","gcjk","ickk","dfkk","ffkk","cdkj","bekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfjk","fekj","dekk","fekk","hekk","bejk",NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfjk","gfjk","dgjk","hgkk","gfkj","dekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cfjk","gfjk","dfkj","ifkk","hfjk","cekk","bekk","dekk",NA,NA,NA,NA,NA,NA
"gfkk","hgkj","ggkk","hekk","fekk","ddkk","dekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gckk","ifkk","egkk","ffkj","hgkk","bekk","dekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hckj","dfkk","ifkk","cgkk","cejk","hekk","dekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","efjk","dfkk","efkk","cgkk","cekk","dekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfkk","ffjk","iekk","ifkk","efkk","cdkk","dekk",NA,NA,NA,NA,NA,NA
"gfkk","fgkj","eekk","gejk","efkk","fgkk","dekk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfkj","cekk","hejk","iekk","igkk","gfjk","dgjk","hgkk","gfkj","ffjk",NA,NA,NA,NA
"gfkk","fgkj","dekk","cekk","ifkj","igkk","ffjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gcjk","dfkk","gfjk","fckk","dcjk","ffjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","dekk","eejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ifkk","cfkk","hekk","fdkj","gekk","eejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cfjk","gfjk","dfkj","ifkk","efkk","eejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","cekk","hejk","iekk","igkk","gfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gekk","cfkk","eckj","fckk","eckk","hgjk","gfjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","ecjk","hgkk","ffjk","igkk","dcjk","gfjk",NA,NA,NA,NA,NA,NA
"gfkk","ccjk","dckj","igkk","dfkj","ifkk","jfkk","gfjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","gdkk","hekk","fdkk","gejk","efkk","ggkk","gfjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","gcjk","ickk","ecjk","cckj","hckk","ifkk","gfjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","iekk","gdkk","hfkk","iejk","cgkk","gfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hekj","cekk","dekk","dgkk","cckk","gfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fekj","dekk","fekk","hfkk","dfkj","gfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gdkk","igkj","cgkj","efkj","ffkk","eckk","ifkj","ecjk",NA,NA,NA,NA,NA,NA
"gfkk","dekk","cekk","dfkk","ffjk","gckk","ecjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cejk","ffkk","dckk","ggjk","hckk","ecjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfjk","cekk","hejk","iekk","igkk","gfjk","cckk","ecjk",NA,NA,NA,NA,NA,NA
"gfkk","hekk","hfkj","gckj","ickk","cckk","ecjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","egkk","iekk","gdkk","hekk","fdkj","gekk","bfjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","ecjk","hgkk","egkk","eekk","bfjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkk","gfjk","dfkj","efkj","cfkj","bekk","hekj","bfjk",NA,NA,NA,NA,NA,NA
"gfkk","egkk","iekk","gdkk","hekk","fdkk","gekk","bfkk","fekj",NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","hfkk","cekk","bfkk","fekj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gcjk","dfkk","gfjk","fckk","hckk","efkk","bejk","fekj",NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfjk","fekj","dekk","fekk","egkk","fejk",NA,NA,NA,NA,NA,NA,NA
"gfkk","cfjk","gfjk","ffkk","cekk","bekk","gejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hckk","egkk","iekk","gdkk","hekk","fdkj","gekk","gejk",NA,NA,NA,NA,NA,NA
"gfkk","cgkk","gfjk","dfkj","ifkk","efkk","gejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","hfkk","gekk","edkk","gejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fckk","dckj","igkk","gfjk","ickk","hgkk","bekk","gejk",NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","iekk","gdkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cfjk","dfkk","cgkk","eekk","hekk","gdkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hgkj","ggkk","ffkk","efkk","gekk","gdkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","eekk","gejk","fdkk","hekk","ifkj","ggkk","ifkk","gdkk",NA,NA,NA,NA
"gfkk","gcjk","dfkk","efkk","hekk","fdkj","gekk","gdkk",NA,NA,NA,NA,NA,NA,NA
"gfkk","dekk","cekk","hejk","iekk","gdkk","igkj","cgkj","efkj","fckk","bgjk",NA,NA,NA,NA
"gfkk","dfkj","dfjk","gfjk","fckk","eckk","gfkj","ickk","egkk","gekj",NA,NA,NA,NA,NA
"gfkk","cckk","hckj","ecjk","hgkk","fgkj","eekk","gejk","efkk","gekj",NA,NA,NA,NA,NA
"gfkk","cgkk","gfjk","dfkj","ifkk","egkk","gekj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","hgjk","dcjk","cgkk","dejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dekk","cekk","bekk","ffkj","hgkk","cckk","hcjk","eckj",NA,NA,NA,NA,NA,NA
"gfkk","bfkk","ffkj","cfkk","dcjk","ifkk","fgjk","cckk","eckj",NA,NA,NA,NA,NA,NA
"gfkk","fdkk","gejk","efkk","fgkk","hcjk","eckj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","efkk","gekk","hekj",NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkk","ffjk","iekk","gdkk","hekk","fdkj","gekk","hekj",NA,NA,NA,NA,NA,NA
"gfkk","fckk","ggkk","hfkk","gekk","bfkk","hekj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckk","hckj","gfjk","hfkk","hgkk","bekk","hekj",NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","eekk","hejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfjk","fekj","dekk","ffkk","iekk","hejk",NA,NA,NA,NA,NA,NA,NA
"gfkk","hfkj","cekk","hejk","iekk","ifkk","gdkj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfkj","cekk","hejk","iekk","gdkk","igkj","cgkj","dckj","ifjk",NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","ffkk","fgjk","ifjk",NA,NA,NA,NA,NA,NA,NA
"gfkk","dfkj","dfjk","gfjk","fckk","dckj","ifjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkj","dekk","cekk","bekk","ffkj","fcjk","dckk","ifjk",NA,NA,NA,NA,NA,NA
"gfkk","cfjk","gfjk","dfkj","ifkk","gckk","ifjk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cckj","fgkj","eekk","cekj","dekk","fekk","efkk","dgkj","ifjk",NA,NA,NA,NA,NA
"gfkk","hfkj","cekk","hejk","fgkk","hgkk","iejk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","cfjk","gfjk","dfkj","ifkk","ggkj","hgkk","hekk","iejk",NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","igkk","ffjk","iekj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gdkk","igkj","cgkj","efkj","fckk","cbjj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","fgkj","eekk","gejk","efkk","dfkk","jfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gdkk","hekk","iekk","ifkk","hfjk","jfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gdkk","igkj","cgkj","efkj","ffkk","fgkk","jekk",NA,NA,NA,NA,NA,NA,NA
"gfkk","fcjk","eckk","ifkj","cfkk","efkk","dfkj","cfjj",NA,NA,NA,NA,NA,NA,NA
"gfkk","cejk","ffkk","fckk","efjj","dfjj","cfjj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","hfkj","cekk","dekk","dgkk","ffkj","efjj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","gdkk","igkj","cgkj","efkj","efjj","dfjj",NA,NA,NA,NA,NA,NA,NA,NA
"gfkk","ifjk","efkk","ggkj","hckk","cckj","cbjj","bbjj",NA,NA,NA,NA,NA,NA,NA
