"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"gckk","bckj","bfkk","cfkj","dfkk","ccjk","gekj","ifkk","ecjk","edkk","dgkj","dfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gcjk","eejk","cfjk","gfjk","eckj","fejk","fgkk","gckj","ecjk","dfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dckk","bekj","egkj","bgkk","cgkj","dbjj","edkj","dfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idjk","ickj","hfkk","gfkk","cekk","fekk","dgkk","dfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgjk","dfkk","ggkk","cekj","fekk","ggkj","idkk","eckj","edkk","cdkk","dfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkj","hckk","gdkj","fgjk","cekj","gejk","ecjk","hdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","hdjk","hfkk","hdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkj","cdjk","cejk","gejk","hgkj","hdjk","ickk","gdkj","fdkk","hdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","cfkj","cckj","idkj","hekk","icjk","dcjk","hdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkj","dcjk","idkk","hekj","igkk","hdjk","hekk","fckj","ddkk","hdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","cejk","gejk","bgkk","ggkk","bckk","bekk","fgkj","idkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkk","ffjj","dbjj","ddkj","dfjk","ickj","dcjk","eckj","eejk","hcjk","hdjk","hfkj","idkk",NA,NA,NA,NA,NA,NA,NA
"gckk","gdkj","edkj","gckj","ddkj","ccjk","cekk","igkj","idkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bckk","fekk","cgjk","cgkj","dbjj","edkj","eekk","gcjk","idkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","cgjk","dfkk","cckj","idkj","hcjk","gckj","eckk","bfjk","ggkk","cejk","hekj","igkk","idkk",NA,NA,NA,NA
"gckk","egkk","bgkk","cgkj","cgjk","fckj","hdjk","hgjk","gdkk","idkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkk","bfkk","ffjk","fgkk","bckj","gfkj","eckj","cckk","idkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfjk","gfjk","eckj","hdkk","hfjk","ffkk","fgkj","idkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fgjk","hckj","ddjk","hdkk","eckj","fekk","dgkk","ccjk","idkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","hdjk","hgjk","dfkk","cckj","idkj","hcjk","cfkj","cgkk","cgjk","hfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fgkk","bckj","gfkj","eckj","eejk","hcjk","hdjk","ickj","dfkk","ccjk","cejk","gejk","hgkj","hdkj","hejk","hfjk",NA,NA,NA,NA
"gckk","efkj","cbjj","ebjj","fckj","gckj","bckk","hfkk","hfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkj","bgkk","ggkk","cekj","gejk","fcjk","eckj","hfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hcjk","cfkj","dfkk","ggkk","egjk","bgkk","cgkj","dbjj","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hekj","fckj","hdjk","hgjk","dfkk","ccjk","bekj","egkj","bgkk","cgjk","eckj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","bekk","hekj","ickk","edkj","ifkj","igjk","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","gejk","igkj","hdjk","ickk","gdkj","edkj","efkj","bckj","gfkj","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","egkk","bgkk","ggkk","bckk","bekk","gekj","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkk","cdjk","cejk","gejk","efjk","egkk","ffkk","eckk","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekj","hgkk","idkk","eckk","ddkk","bdkj","eejj","fgkj","cbjj","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cekj","dfkk","hckk","hfjk","igkj","eckk","hdjk","hekj","igkk","idkj","ecjk","eckj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfik","ddkj","dckk","fdkj","fgkj","bdjj","ddjj","ffjj","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bfkj","ggjk","dcjk","hdkj","fgkj","fgkk","fckj","cdkj","ccjj","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","dfkk","ggkk","cekk","gejk","fcjk","ddkk","dgkk","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkj","fdkj","cfjk","gfjk","ggkj","idkk","hekj","bgkk","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hcjk","cfkj","cckj","bckk","bfkk","ffjk","dckj","hckk","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdkk","hekj","fckj","eekj","cfkk","cckj","idkj","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","cckj","bekk","egkj","bgkk","dfkk","hckk","iekk","ifkk","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","ebjj","fdkj","fcjk","bckk","bekk","ggkk","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ickk","fdkj","ffkk","efkj","bckj","gfkj","bckk","fekk","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hekj","hfkk","cckj","gekk","dfkj","ickj","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkk","gejk","bgkk","cgjk","dckj","bekk","fejk","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","bekk","gejk","igkj","idkk","hgjk","gdkk","hekk","igjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","ddjk","dcjk","eckj","eejk","ickk","igjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","ggkk","bckk","bekk","cfkj","cckj","idkj","hekk","igjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekk","ffkk","fcjk","bckk","bfkk","fgjk","cekj","gejk","hgkj","hdjk","hekk","icjk","igjk",NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bckk","fekk","fckj","edkj","cdjk","cejk","gejk","bgkk","cgkj","dbjj","ddkj","ccjk","gekj","hfjk","igjk",NA,NA,NA,NA
"gckk","cckj","bckk","fejk","cfjk","gfjk","gdkk","hekj","ickk","gdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","gckj","ddkj","dfkk","cckj","bekk","hekj","igkk","gdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","hdjk","hgjk","dfkk","dcjk","eckj","fdkk","gdkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkk","cekj","gejk","hgkj","hdjk","hekk","dgjk","gdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","ffkk","fgkk","bckk","bekk","gekj","hgkj","fgjk","hckj","eekk","ickk","cckk","eckj","gdkj",NA,NA,NA,NA,NA,NA
"gckk","efjk","egkk","dcjk","ccjk","cekj","fekk","hgjk","gdkk","gfjk","eckj","eekk","gcjk","ddkk","gdkj",NA,NA,NA,NA,NA,NA
"gckk","hdkj","iekk","jckk","hckk","bckk","hfkj","fcjk","ecjk","gdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkj","idkk","iekk","efkk","ffkk","ggkk","bckk","fekk","hcjk","gdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idkj","fgkk","gckj","idkk","hgjk","ggkk","gfjk","hfkj","dfkk","gdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkj","ccjk","bekk","efkk","fckj","gckj","hcjk","gdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkj","cckk","bckk","fdkk","ffjj","dbjj","dckj","gdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdkj","hgkk","hfjk","bckk","gejk","efjk","fgjk","ffjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","cckj","idkj","hcjk","hdjk","hdkk","edkk","dgkk","ffjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","iekk","efkk","bfkk","cfjk","cckk","hfkk","hdkj","ffjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efjk","egkk","bgkk","cfkk","cckj","iekk","ifkk","ickk","edkj","ffjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgjk","ffkk","efkj","cbjj","ebjj","fdkj","edkk","ffjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkj","ickk","fdkj","cgkk","cckj","gekk","hfkj","ffjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgkj","dbjj","ebjj","fckj","hdjk","ickk","gckj","ffkj","ffjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkk","hdjk","hfkj","egkk","ffkk","fgkk","bckk","hfkk","cejk","fekk","ggkj","ffjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dekj","eckk","bckk","fejk","ffkk","gckj","idkj","hekk","hfjk","hdkj","ffjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekj","cfkk","dfkk","hckj","ddkj","ickk","ifjk","ffjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","ecjk","bfjk","bgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkj","cfjk","gfjk","igkj","hdjk","ickj","dfkk","ccjk","bejk","egkj","bgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idkk","hgjk","hdkk","hfjk","bckk","bekk","gfjk","gdkj","bgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eckk","eejk","hcjk","ffkj","dcjk","bckj","bfkk","bgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gcjk","eejk","ickk","edkj","cdjk","fgkk","dckj","gekj","bgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgjk","ffkk","cfjk","dckj","bcjk","bekk","bgjk","bgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","dfkk","ccjk","cejk","gejk","efjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkj","fgkj","fgkk","bckj","gfkj","bckk","gejk","igkj","hdjk","hgjk","gdkk","efjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddjk","hdkk","iekk","dgkk","ccjk","bejk","egkj","efjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idkj","hekk","igjk","hdkk","hdkj","fgkj","bdkk","efjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkk","ffjj","dbjj","ebjj","fdkj","cfjk","dcjk","eckj","fekk","egkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","cckj","iekk","ifkk","idkk","eckj","bckk","bfkk","cgjk","egkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","ebjj","fckj","eekj","hckk","bckk","fejk","egkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","cdjk","cejk","gejk","hgkj","hdjk","hgjk","ggkk","ccjk","bekk","efjk","egkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hekj","fckj","hdjk","ickj","dfkk","cckj","bekk","ggkk","cekj","egkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","iekk","efkk","bfkk","fgjk","gckj","hdjk","gekk","ggkk","bdkj","egkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckj","bckk","gejk","igkj","hdjk","hgjk","ggkk","gfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddjk","hdkk","hgkj","egjk","bgkk","cgjk","dfkk","cckj","bekk","fekk","dgkk","gfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igjk","hckk","gdkj","hdkj","eckk","hdjk","hfkj","igkk","idkj","ecjk","gfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fgjk","gckj","idkj","hekk","hfkk","ggkk","cgjk","cgkj","gfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkj","cbjj","ebjj","fdkj","cfjk","dckj","bcjk","gfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ecjk","eejk","ickk","gdkj","ggkk","cekj","dfkk","bdjk","gfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkj","efkj","cbjj","ebjj","fdkj","fcjk","bckk","cfkj","dfkk","ccjk","bfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hekj","fckj","hdjk","hgjk","dfkk","dcjk","bfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkk","idkk","hgjk","ffkk","cgjk","fckj","edkk","ggkk","gfjk","bckk","fdkk","bfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddjk","dcjk","eckj","bckk","efkk","dfkk","ickk","fcjk","cdkj","cejk","gejk","bgkk","ggkk","gfkj","bfkk",NA,NA,NA,NA,NA
"gckk","hdjk","hdkk","hekj","fckk","gckj","ddkj","ccjk","bejk","bfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ickk","fcjk","ecjk","bfjk","gfkk","cekk","gekj","hgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","cbjj","ebjj","fckj","eekj","hckk","dckk","cejk","hgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkj","cdjk","egkk","bgkk","cfkk","cckj","idkj","hcjk","hdjk","hekj","hgkk","idkk","eckk","bfjk","hgkj",NA,NA,NA,NA,NA
"gckk","iekk","dgkk","ggkj","hdkj","hejk","hfkk","gdkk","hgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fejk","cfjk","gfjk","bcjk","gekk","fckj","eekk","hgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekj","cfjj","cckj","bekk","hekj","fckj","eckk","hgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkj","ifkj","hgjk","dfkk","cckj","gekk","hfkk","bckk","fekk","cgkk","hgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idjk","hckk","bckk","fejk","ffkk","eckk","gdjk","hgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ickj","dfkk","ffkk","cgjk","fckj","edkj","ggkk","gfjk","cekj","fekk","hcjk","hgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","gfkj","eckj","fekk","egkk","dcjk","hdkj","iekk","ifkk","igkk","hdjk","hfkj","hgkj",NA,NA,NA,NA,NA,NA,NA
"gckk","egkj","bgkk","cgjk","dckj","gejk","dfkk","gfkk","gdkj","hgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","cgjk","dfkk","cckj","bekk","gekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","cckj","bckk","gejk","igkj","hdjk","hgjk","gdkk","gekj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfkk","idkk","eckj","eejk","hcjk","cfkj","dfkk","hckj","cdjk","cekk","gekj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfkj","egkk","ffkk","efkj","bckj","gfkj","bckk","gekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgkk","cckj","iekk","efkk","ffkk","cfjk","gfjk","bcjk","gekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdkj","hejk","ifkk","idkk","eckj","cgkj","dbjj","ddkj","ccjk","bekj","egkj","bekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","cfkj","cckj","bckk","gejk","igkj","hdjk","hgjk","ggkk","egjk","bekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggkj","egkk","bgkk","ggkk","cekj","gejk","fcjk","bekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkk","cckj","idkj","hcjk","hdjk","hdkk","fgjk","bekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkk","cdjk","cejk","gejk","efjk","egkk","dcjk","bekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdjk","dfkk","ffkk","efkj","cbjj","ebjj","fdkj","efkk","bekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","cckj","iekk","ifkk","hdkk","hdkj","fgkj","bekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekj","cfjj","cckj","fckk","hdjk","hckk","hcjk","bekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","gejk","igkj","idkk","hgjk","ggkk","cekj","iekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","cejk","gejk","efjk","fgjk","cekj","ggkk","bckk","bekk","gekj","ifkk","ickk","hcjk","iekk",NA,NA,NA,NA,NA,NA
"gckk","hekj","bgkk","ggkk","hfjk","bckk","cfkj","dfkk","hckk","iekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkj","cdjk","gfkj","hgkk","hdjk","ickj","dfkk","ccjk","iekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","bgkk","cgjk","dfkk","ggkk","gfjk","cekj","gejk","fcjk","gckj","fdkk","iekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bckk","bfkk","cfjk","gfjk","ggkj","hdkk","ecjk","iekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkk","efkj","cbjj","ebjj","fdkj","edkk","ifkk","idkk","iekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkk","bfkk","ffjk","fdkk","gdkj","fdkj","efkj","bckj","gfkj","bckk","iekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edjk","ebjj","fckj","fcjk","bckk","fdkk","ffjj","dbjj","ddkj","ccjk","iekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkk","dckj","hdjk","hdkk","hgkk","cgkj","dbjj","edkj","cdkk","iekk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkj","dfjk","ickj","fckk","cgkk","dgkk","gfkk","cekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","bgkk","cgjk","dfkk","cckj","idkj","ecjk","cekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgjk","fckk","hdjk","hekj","hgkk","ggkk","ffjk","cekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","cgjk","cgkj","dbjj","ddkj","cckk","gfkk","cekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ifkj","igjk","hdkk","hfjk","bckk","cfkk","fcjk","ddkk","cekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekk","igjk","dckj","eckj","fekk","gfkj","ggkk","cekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekj","bgkk","dfkk","ccjk","bekk","gejk","igkj","eckk","edkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","bekk","egkk","dcjk","idkk","ickk","fcjk","edkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","cckj","bekk","efjk","fckj","hckj","edkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","cgkj","cgjk","dfkk","cckj","bckk","bekk","gekj","ifkk","ecjk","edkj",NA,NA,NA,NA,NA,NA,NA
"gckk","hfkk","ecjk","eejk","hcjk","cfkj","dfkk","hckj","edkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gekk","dfkk","ffkk","efkj","bckj","gfkj","bckk","bfkk","fgjk","edkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdkj","hgkk","fckk","ddkk","bdkj","eejj","cbjj","edkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","bekk","gejk","igkj","idkk","hckk","dckj","cejk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggkj","idkk","hgjk","dfkk","dckj","fcjk","cdkk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","cejk","gejk","bgkk","cgjk","dckj","hckk","gdkj","edkj","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fgkk","bckk","gejk","dfkk","cckj","idkj","hcjk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","cfkj","cckk","gejk","hgkj","fgjk","gckj","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bckk","bekk","fgkk","dckj","hdjk","hdkk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fcjk","eckj","cfjk","hgkk","ickk","edkj","cdkk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgjk","dfkk","ffkk","fgkk","gcjk","idkk","ifkk","ecjk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eekk","cfjk","dckj","gekj","hfjk","gfkk","gdkj","edkk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egjk","fckk","edkj","ggkk","cejk","fekk","hgjk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idkj","fgkk","fcjk","bckk","bfkk","ffjk","dckj","ccjk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dfkj","ccjk","bejk","ggkk","ffjk","fgkk","fckj","gckj","idkk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkj","cgkk","dfkk","ickk","gdkj","fdkk","hfkk","ifkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","dfkk","ffkk","efkj","cbjj","fdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdkj","hejk","ifkk","fckj","fgjk","cekj","gejk","hgkj","gdkk","hfjk","fdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","bekk","gejk","igkk","idkj","hekk","igjk","fdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","dfkk","ggkk","hfjk","ifkk","ickj","fdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdjk","hekj","fckj","eekj","cfkk","dfkk","ccjk","cejk","cfjk","gfjk","gdkj","fdkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","cckj","iekk","ifkk","idkk","hekj","igkk","fdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","edkk","cdjk","gfkj","bckk","fdkk","hdkj","hekk","icjk","dcjk","fdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkk","cckj","bekk","fekk","fckj","hdjk","hekk","hfjk","fdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgkk","cckj","gekk","ifkk","hdkk","hekk","dgjk","ffkk","cfjk","dckj","fdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkj","dcjk","eckj","gdjk","gfkk","fcjk","ddkk","igjk","fdkj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eejk","dfkj","icjk","fckk","egkj","bgkk","dfkk","cckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","fckk","edkj","efkj","cbjj","ebjj","fdkj","gfkk","cckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdkj","iekk","hckk","gfjk","egkk","bgkk","cgkj","cckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fekk","ggkj","idkk","eckk","cdkj","gfjk","gdkj","fdkj","fcjk","cckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdjk","dfkk","ggkk","bckk","gekk","hcjk","fdkj","edkk","cckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfkj","egkk","ffkk","efkj","bckj","gfkj","eckj","bckk","bfkk","fgjk","cekj","gejk","ecjk","bfjk","cckj",NA,NA,NA,NA,NA
"gckk","gdkj","edkj","gckj","ddkj","ccjk","cekj","efjk","cckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fejk","cfjk","hgkk","cekj","dfkk","hckj","cdkk","cckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cekk","egjk","fckk","hdjk","ickk","edkj","cgjk","cgkj","cckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
